Geneset.Type	Geneset.ID	N.Geneset.Genes
Gene Ontology Biological Process	GO:0070286	27
Gene Ontology Biological Process	GO:0070293	15
Gene Ontology Biological Process	GO:0070296	33
Gene Ontology Biological Process	GO:0070301	82
Gene Ontology Biological Process	GO:0070302	203
Gene Ontology Biological Process	GO:0070303	42
Gene Ontology Biological Process	GO:0070304	141
Gene Ontology Biological Process	GO:0070306	30
Gene Ontology Biological Process	GO:0070307	13
Gene Ontology Biological Process	GO:0070328	33
Gene Ontology Biological Process	GO:0070341	11
Gene Ontology Biological Process	GO:0070344	11
Gene Ontology Biological Process	GO:0070365	13
Gene Ontology Biological Process	GO:0070371	263
Gene Ontology Biological Process	GO:0070372	247
Gene Ontology Biological Process	GO:0070373	55
Gene Ontology Biological Process	GO:0070374	181
Gene Ontology Biological Process	GO:0070423	35
Gene Ontology Biological Process	GO:0070431	11
Gene Ontology Biological Process	GO:0070482	355
Gene Ontology Biological Process	GO:0070486	11
Gene Ontology Biological Process	GO:0070493	12
Gene Ontology Biological Process	GO:0070498	20
Gene Ontology Biological Process	GO:0070507	132
Gene Ontology Biological Process	GO:0070508	10
Gene Ontology Biological Process	GO:0070509	159
Gene Ontology Biological Process	GO:0070525	13
Gene Ontology Biological Process	GO:0070527	54
Gene Ontology Biological Process	GO:0070528	27
Gene Ontology Biological Process	GO:0070534	42
Gene Ontology Biological Process	GO:0070536	27
Gene Ontology Biological Process	GO:0070542	78
Gene Ontology Biological Process	GO:0070555	115
Gene Ontology Biological Process	GO:0070570	25
Gene Ontology Biological Process	GO:0070571	13
Gene Ontology Biological Process	GO:0070584	20
Gene Ontology Biological Process	GO:0070585	194
Gene Ontology Biological Process	GO:0070586	10
Gene Ontology Biological Process	GO:0070588	272
Gene Ontology Biological Process	GO:0070613	84
Gene Ontology Biological Process	GO:0070633	18
Gene Ontology Biological Process	GO:0070646	304
Gene Ontology Biological Process	GO:0070647	1105
Gene Ontology Biological Process	GO:0070661	270
Gene Ontology Biological Process	GO:0070663	202
Gene Ontology Biological Process	GO:0070664	67
Gene Ontology Biological Process	GO:0070665	133
Gene Ontology Biological Process	GO:0070670	34
Gene Ontology Biological Process	GO:0070723	21
Gene Ontology Biological Process	GO:0070727	1745
Gene Ontology Biological Process	GO:0070734	18
Gene Ontology Biological Process	GO:0070741	31
Gene Ontology Biological Process	GO:0070816	16
Gene Ontology Biological Process	GO:0070828	15
Gene Ontology Biological Process	GO:0070830	47
Gene Ontology Biological Process	GO:0070838	428
Gene Ontology Biological Process	GO:0070841	22
Gene Ontology Biological Process	GO:0070848	645
Gene Ontology Biological Process	GO:0070849	43
Gene Ontology Biological Process	GO:0070857	10
Gene Ontology Biological Process	GO:0070861	21
Gene Ontology Biological Process	GO:0070863	10
Gene Ontology Biological Process	GO:0070873	30
Gene Ontology Biological Process	GO:0070875	16
Gene Ontology Biological Process	GO:0070884	17
Gene Ontology Biological Process	GO:0070887	2707
Gene Ontology Biological Process	GO:0070897	36
Gene Ontology Biological Process	GO:0070911	32
Gene Ontology Biological Process	GO:0070914	11
Gene Ontology Biological Process	GO:0070918	35
Gene Ontology Biological Process	GO:0070920	15
Gene Ontology Biological Process	GO:0070925	715
Gene Ontology Biological Process	GO:0070932	20
Gene Ontology Biological Process	GO:0070935	11
Gene Ontology Biological Process	GO:0070936	49
Gene Ontology Biological Process	GO:0070970	10
Gene Ontology Biological Process	GO:0070972	127
Gene Ontology Biological Process	GO:0070977	20
Gene Ontology Biological Process	GO:0070979	27
Gene Ontology Biological Process	GO:0070986	13
Gene Ontology Biological Process	GO:0070987	19
Gene Ontology Biological Process	GO:0070988	61
Gene Ontology Biological Process	GO:0070989	12
Gene Ontology Biological Process	GO:0070997	304
Gene Ontology Biological Process	GO:0071025	13
Gene Ontology Biological Process	GO:0071027	11
Gene Ontology Biological Process	GO:0071028	11
Gene Ontology Biological Process	GO:0071044	11
Gene Ontology Biological Process	GO:0071071	13
Gene Ontology Biological Process	GO:0071103	283
Gene Ontology Biological Process	GO:0071107	11
Gene Ontology Biological Process	GO:0071108	28
Gene Ontology Biological Process	GO:0071156	109
Gene Ontology Biological Process	GO:0071157	22
Gene Ontology Biological Process	GO:0071158	85
Gene Ontology Biological Process	GO:0071166	130
Gene Ontology Biological Process	GO:0071168	18
Gene Ontology Biological Process	GO:0071173	29
Gene Ontology Biological Process	GO:0071174	29
Gene Ontology Biological Process	GO:0071214	293
Gene Ontology Biological Process	GO:0071216	179
Gene Ontology Biological Process	GO:0071218	20
Gene Ontology Biological Process	GO:0071219	157
Gene Ontology Biological Process	GO:0071222	151
Gene Ontology Biological Process	GO:0071229	195
Gene Ontology Biological Process	GO:0071230	64
Gene Ontology Biological Process	GO:0071236	15
Gene Ontology Biological Process	GO:0071241	172
Gene Ontology Biological Process	GO:0071242	58
Gene Ontology Biological Process	GO:0071243	15
Gene Ontology Biological Process	GO:0071248	147
Gene Ontology Biological Process	GO:0071257	12
Gene Ontology Biological Process	GO:0071260	75
Gene Ontology Biological Process	GO:0071276	31
Gene Ontology Biological Process	GO:0071277	53
Gene Ontology Biological Process	GO:0071280	13
Gene Ontology Biological Process	GO:0071281	10
Gene Ontology Biological Process	GO:0071285	13
Gene Ontology Biological Process	GO:0071287	10
Gene Ontology Biological Process	GO:0071294	18
Gene Ontology Biological Process	GO:0071295	28
Gene Ontology Biological Process	GO:0071300	69
Gene Ontology Biological Process	GO:0071305	19
Gene Ontology Biological Process	GO:0071310	2238
Gene Ontology Biological Process	GO:0071312	39
Gene Ontology Biological Process	GO:0071318	13
Gene Ontology Biological Process	GO:0071320	48
Gene Ontology Biological Process	GO:0071322	126
Gene Ontology Biological Process	GO:0071326	119
Gene Ontology Biological Process	GO:0071331	118
Gene Ontology Biological Process	GO:0071333	115
Gene Ontology Biological Process	GO:0071340	11
Gene Ontology Biological Process	GO:0071345	720
Gene Ontology Biological Process	GO:0071346	138
Gene Ontology Biological Process	GO:0071347	90
Gene Ontology Biological Process	GO:0071353	31
Gene Ontology Biological Process	GO:0071354	27
Gene Ontology Biological Process	GO:0071356	270
Gene Ontology Biological Process	GO:0071357	81
Gene Ontology Biological Process	GO:0071359	52
Gene Ontology Biological Process	GO:0071360	12
Gene Ontology Biological Process	GO:0071361	12
Gene Ontology Biological Process	GO:0071363	619
Gene Ontology Biological Process	GO:0071364	39
Gene Ontology Biological Process	GO:0071371	18
Gene Ontology Biological Process	GO:0071372	11
Gene Ontology Biological Process	GO:0071375	298
Gene Ontology Biological Process	GO:0071377	39
Gene Ontology Biological Process	GO:0071378	23
Gene Ontology Biological Process	GO:0071379	22
Gene Ontology Biological Process	GO:0071380	17
Gene Ontology Biological Process	GO:0071383	246
Gene Ontology Biological Process	GO:0071384	62
Gene Ontology Biological Process	GO:0071385	58
Gene Ontology Biological Process	GO:0071391	12
Gene Ontology Biological Process	GO:0071392	36
Gene Ontology Biological Process	GO:0071396	533
Gene Ontology Biological Process	GO:0071397	13
Gene Ontology Biological Process	GO:0071398	52
Gene Ontology Biological Process	GO:0071402	16
Gene Ontology Biological Process	GO:0071404	13
Gene Ontology Biological Process	GO:0071407	538
Gene Ontology Biological Process	GO:0071417	503
Gene Ontology Biological Process	GO:0071425	20
Gene Ontology Biological Process	GO:0071426	128
Gene Ontology Biological Process	GO:0071427	111
Gene Ontology Biological Process	GO:0071428	14
Gene Ontology Biological Process	GO:0071431	33
Gene Ontology Biological Process	GO:0071435	13
Gene Ontology Biological Process	GO:0071436	10
Gene Ontology Biological Process	GO:0071450	25
Gene Ontology Biological Process	GO:0071451	25
Gene Ontology Biological Process	GO:0071453	202
Gene Ontology Biological Process	GO:0071456	186
Gene Ontology Biological Process	GO:0071459	19
Gene Ontology Biological Process	GO:0071466	110
Gene Ontology Biological Process	GO:0071467	20
Gene Ontology Biological Process	GO:0071468	11
Gene Ontology Biological Process	GO:0071470	30
Gene Ontology Biological Process	GO:0071478	167
Gene Ontology Biological Process	GO:0071479	65
Gene Ontology Biological Process	GO:0071480	26
Gene Ontology Biological Process	GO:0071481	13
Gene Ontology Biological Process	GO:0071482	109
Gene Ontology Biological Process	GO:0071495	1230
Gene Ontology Biological Process	GO:0071496	274
Gene Ontology Biological Process	GO:0071498	18
Gene Ontology Biological Process	GO:0071514	25
Gene Ontology Biological Process	GO:0071526	23
Gene Ontology Biological Process	GO:0071539	25
Gene Ontology Biological Process	GO:0071542	39
Gene Ontology Biological Process	GO:0071545	11
Gene Ontology Biological Process	GO:0071548	41
Gene Ontology Biological Process	GO:0071549	33
Gene Ontology Biological Process	GO:0071559	216
Gene Ontology Biological Process	GO:0071560	214
Gene Ontology Biological Process	GO:0071577	23
Gene Ontology Biological Process	GO:0071599	15
Gene Ontology Biological Process	GO:0071600	10
Gene Ontology Biological Process	GO:0071604	28
Gene Ontology Biological Process	GO:0071605	13
Gene Ontology Biological Process	GO:0071616	66
Gene Ontology Biological Process	GO:0071621	108
Gene Ontology Biological Process	GO:0071622	48
Gene Ontology Biological Process	GO:0071624	30
Gene Ontology Biological Process	GO:0071625	19
Gene Ontology Biological Process	GO:0071634	27
Gene Ontology Biological Process	GO:0071636	17
Gene Ontology Biological Process	GO:0071637	13
Gene Ontology Biological Process	GO:0071674	78
Gene Ontology Biological Process	GO:0071675	40
Gene Ontology Biological Process	GO:0071677	22
Gene Ontology Biological Process	GO:0071688	13
Gene Ontology Biological Process	GO:0071695	56
Gene Ontology Biological Process	GO:0071696	16
Gene Ontology Biological Process	GO:0071697	15
Gene Ontology Biological Process	GO:0071702	2667
Gene Ontology Biological Process	GO:0071704	10676
Gene Ontology Biological Process	GO:0071705	2294
Gene Ontology Biological Process	GO:0071706	108
Gene Ontology Biological Process	GO:0071709	28
Gene Ontology Biological Process	GO:0071711	20
Gene Ontology Biological Process	GO:0071712	11
Gene Ontology Biological Process	GO:0071715	45
Gene Ontology Biological Process	GO:0071731	19
Gene Ontology Biological Process	GO:0071732	16
Gene Ontology Biological Process	GO:0071772	158
Gene Ontology Biological Process	GO:0071773	158
Gene Ontology Biological Process	GO:0071774	141
Gene Ontology Biological Process	GO:0071786	13
Gene Ontology Biological Process	GO:0071800	22
Gene Ontology Biological Process	GO:0071801	14
Gene Ontology Biological Process	GO:0071803	10
Gene Ontology Biological Process	GO:0071804	191
Gene Ontology Biological Process	GO:0071805	191
Gene Ontology Biological Process	GO:0071806	62
Gene Ontology Biological Process	GO:0071822	1571
Gene Ontology Biological Process	GO:0071824	268
Gene Ontology Biological Process	GO:0071825	38
Gene Ontology Biological Process	GO:0071826	205
Gene Ontology Biological Process	GO:0071827	35
Gene Ontology Biological Process	GO:0071840	6200
Gene Ontology Biological Process	GO:0071850	15
Gene Ontology Biological Process	GO:0071867	37
Gene Ontology Biological Process	GO:0071868	34
Gene Ontology Biological Process	GO:0071869	37
Gene Ontology Biological Process	GO:0071870	34
Gene Ontology Biological Process	GO:0071871	16
Gene Ontology Biological Process	GO:0071872	13
Gene Ontology Biological Process	GO:0071875	21
Gene Ontology Biological Process	GO:0071880	14
Gene Ontology Biological Process	GO:0071887	99
Gene Ontology Biological Process	GO:0071888	10
Gene Ontology Biological Process	GO:0071897	202
Gene Ontology Biological Process	GO:0071900	474
Gene Ontology Biological Process	GO:0071901	123
Gene Ontology Biological Process	GO:0071902	302
Gene Ontology Biological Process	GO:0071941	15
Gene Ontology Biological Process	GO:0071985	10
Gene Ontology Biological Process	GO:0072001	280
Gene Ontology Biological Process	GO:0072006	139
Gene Ontology Biological Process	GO:0072009	110
Gene Ontology Biological Process	GO:0072010	23
Gene Ontology Biological Process	GO:0072012	24
Gene Ontology Biological Process	GO:0072015	12
Gene Ontology Biological Process	GO:0072017	12
Gene Ontology Biological Process	GO:0072028	77
Gene Ontology Biological Process	GO:0072044	13
Gene Ontology Biological Process	GO:0072070	11
Gene Ontology Biological Process	GO:0072073	140
Gene Ontology Biological Process	GO:0072074	18
Gene Ontology Biological Process	GO:0072075	15
Gene Ontology Biological Process	GO:0072077	19
Gene Ontology Biological Process	GO:0072078	73
Gene Ontology Biological Process	GO:0072079	19
Gene Ontology Biological Process	GO:0072080	92
Gene Ontology Biological Process	GO:0072087	20
Gene Ontology Biological Process	GO:0072088	75
Gene Ontology Biological Process	GO:0072089	107
Gene Ontology Biological Process	GO:0072091	59
Gene Ontology Biological Process	GO:0072109	15
Gene Ontology Biological Process	GO:0072110	10
Gene Ontology Biological Process	GO:0072111	20
Gene Ontology Biological Process	GO:0072112	19
Gene Ontology Biological Process	GO:0072132	46
Gene Ontology Biological Process	GO:0072148	15
Gene Ontology Biological Process	GO:0072160	15
Gene Ontology Biological Process	GO:0072163	98
Gene Ontology Biological Process	GO:0072164	98
Gene Ontology Biological Process	GO:0072170	22
Gene Ontology Biological Process	GO:0072171	65
Gene Ontology Biological Process	GO:0072173	10
Gene Ontology Biological Process	GO:0072175	128
Gene Ontology Biological Process	GO:0072176	15
Gene Ontology Biological Process	GO:0072178	12
Gene Ontology Biological Process	GO:0072182	13
Gene Ontology Biological Process	GO:0072189	13
Gene Ontology Biological Process	GO:0072202	26
Gene Ontology Biological Process	GO:0072203	10
Gene Ontology Biological Process	GO:0072207	26
Gene Ontology Biological Process	GO:0072210	40
Gene Ontology Biological Process	GO:0072215	23
Gene Ontology Biological Process	GO:0072216	14
Gene Ontology Biological Process	GO:0072224	16
Gene Ontology Biological Process	GO:0072234	20
Gene Ontology Biological Process	GO:0072243	23
Gene Ontology Biological Process	GO:0072273	26
Gene Ontology Biological Process	GO:0072283	16
Gene Ontology Biological Process	GO:0072310	13
Gene Ontology Biological Process	GO:0072311	20
Gene Ontology Biological Process	GO:0072329	115
Gene Ontology Biological Process	GO:0072330	192
Gene Ontology Biological Process	GO:0072331	260
Gene Ontology Biological Process	GO:0072332	81
Gene Ontology Biological Process	GO:0072337	26
Gene Ontology Biological Process	GO:0072348	34
Gene Ontology Biological Process	GO:0072350	38
Gene Ontology Biological Process	GO:0072358	609
